,language,region,quoteType,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,marketState,currency,regularMarketChangePercent,regularMarketPrice,gmtOffSetMilliseconds,esgPopulated,earningsTimestampStart,earningsTimestampEnd,trailingAnnualDividendRate,trailingAnnualDividendYield,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,sharesOutstanding,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,forwardPE,priceToBook,sourceInterval,exchangeDataDelayedBy,averageAnalystRating,tradeable,cryptoTradeable,firstTradeDateMilliseconds,priceHint,postMarketChangePercent,postMarketTime,postMarketPrice,postMarketChange,regularMarketChange,regularMarketTime,regularMarketDayHigh,regularMarketDayRange,regularMarketDayLow,regularMarketVolume,regularMarketPreviousClose,bid,ask,bidSize,askSize,fullExchangeName,financialCurrency,regularMarketOpen,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,dividendDate,earningsTimestamp,exchange,shortName,longName,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,market,price,ipoExpectedDate,trailingPE,displayName,prevName,nameChangeDate,newListingDate,underlyingSymbol,openInterest
LRMR,en-US,US,EQUITY,,Nasdaq Real Time Price,True,,CLOSED,USD,3.0201313,6.14,-18000000,False,1679569200.0,1679914800.0,,,-3.366,-3.01,-1.46,-4.205479,43269200.0,4.069,4.7608,1.3792,0.28969923,3.218475,2.9215248,0.9077357,265672880.0,-2.0398672,1.5089703,15,0,,False,,,2,0.0,1676667606.0,6.14,0.0,0.17999983,1676667604,6.16,5.97 - 6.16,5.97,247568,5.96,5.5,7.4,10,14.0,NasdaqGM,USD,5.98,142814,293830,4.6099997,3.0130718,1.53 - 6.85,-0.71000004,-0.10364964,1.53,6.85,1590710400.0,1660248302.0,NGM,"Larimar Therapeutics, Inc.","Larimar Therapeutics, Inc.",finmb_572350487,America/New_York,EST,us_market,6.14,,,,,,,,
LSAK,en-US,US,EQUITY,,Delayed Quote,True,,CLOSED,USD,1.5520996,4.58,-18000000,False,1675861200.0,1675861200.0,,,,,-0.45,-10.177778,59279000.0,,4.1756,0.40439987,0.096848324,4.5406,0.0394001,0.00867729,271497824.0,,,15,0,,False,,,4,,,,,0.069999695,1676667605,4.5889,4.41 - 4.5889,4.41,12047,4.51,4.15,4.79,11,8.0,NasdaqGS,USD,4.45,44880,34380,1.56,0.51655626,3.02 - 6.07,-1.4900002,-0.24546956,3.02,6.07,,1675861200.0,NMS,"Lesaka Technologies, Inc.","Lesaka Technologies, Inc.",finmb_4494391,America/New_York,EST,us_market,4.58,,,,,,,,
LSBK,en-US,US,EQUITY,,Delayed Quote,True,,CLOSED,USD,-1.7170817,12.02,-18000000,False,1682420340.0,1682942400.0,0.51,0.041700736,0.937,,,,5707390.0,14.768,12.5242,-0.5042,-0.040258057,13.3418,-1.3217993,-0.09907204,68602832.0,,0.81392205,15,0,,False,,,2,-7.5707216,1676674319.0,11.11,-0.9100008,-0.20999908,1676667547,12.2,12.0 - 12.2,12.0,10486,12.23,6.0,14.0,9,9.0,NasdaqGM,USD,12.13,2150,2980,0.20000076,0.016920539,11.82 - 15.24,-3.2199993,-0.21128605,11.82,15.24,1668729600.0,1675204726.0,NGM,"Lake Shore Bancorp, Inc.","Lake Shore Bancorp, Inc.",finmb_4593858,America/New_York,EST,us_market,12.02,,12.828176,,,,,,
LSCC,en-US,US,EQUITY,,Nasdaq Real Time Price,True,,CLOSED,USD,-2.8443983,87.1,-18000000,False,1682971200.0,1683316800.0,,,0.34,1.06,1.75,49.771427,137059008.0,2.822,73.6732,13.426796,0.18224803,59.1935,27.906498,0.4714453,11937839104.0,82.169815,30.864634,15,0,,False,,,2,0.0114835,1676681764.0,87.11,0.0100021,-2.550003,1676667604,90.1099,86.32 - 90.1099,86.32,2358140,89.65,87.2,87.55,14,9.0,NasdaqGS,USD,88.66,1408600,1993630,43.69,1.00645,43.41 - 92.55,-5.4500046,-0.058887135,43.41,92.55,,1676325600.0,NMS,Lattice Semiconductor Corporati,Lattice Semiconductor Corporation,finmb_284137,America/New_York,EST,us_market,87.1,,256.17645,,,,,,
LSDI,en-US,US,EQUITY,,Delayed Quote,True,,CLOSED,USD,-7.6433125,2.9,-18000000,False,,,,,,,,,,,2.9985714,-0.0985713,-0.032872755,2.9985714,-0.0985713,-0.032872755,,,,15,0,,False,,,4,0.0,1676680503.0,2.9,0.0,-0.24000001,1676667605,3.4,2.89 - 3.4,2.89,363747,3.14,2.88,2.92,9,10.0,NasdaqCM,USD,3.29,443614,443614,0.5,0.20833333,2.4 - 4.0,-1.0999999,-0.27499998,2.4,4.0,,,NCM,Lucy Scientific Discovery Inc.,,finmb_1686805115,America/New_York,EST,us_market,2.9,,,,,,,,
LSEA,en-US,US,EQUITY,,Nasdaq Real Time Price,True,,CLOSED,USD,2.3633654,6.93,-18000000,False,1678195800.0,1678195800.0,,,0.531,1.52,2.18,3.1788988,40950000.0,12.495,6.0796,0.8504,0.13987762,6.276575,0.65342474,0.1041053,283783488.0,4.5592103,0.5546218,15,0,,False,,,2,0.0,1676668888.0,6.93,0.0,0.15999985,1676667604,6.95,6.7 - 6.95,6.7,17631,6.77,6.65,9.65,400,9.0,NasdaqCM,USD,6.82,39286,23090,2.4499998,0.54687494,4.48 - 9.21,-2.2800002,-0.24755703,4.48,9.21,,1678195800.0,NCM,Landsea Homes Corporation,Landsea Homes Corporation,finmb_650496469,America/New_York,EST,us_market,6.93,,13.050847,,,,,,
LSTA,en-US,US,EQUITY,,Nasdaq Real Time Price,True,,CLOSED,USD,-1.7191961,3.43,-18000000,False,1679309940.0,1679659200.0,,,,,-10.03,-0.34197408,7859680.0,,3.1822,0.24780011,0.07787069,5.51275,-2.08275,-0.377806,26958702.0,,,15,0,,False,,,4,0.0,1676667609.0,3.49,0.0,-0.059999943,1676665971,3.49,3.3276 - 3.49,3.3276,9103,3.49,2.62,3.78,13,9.0,NasdaqCM,USD,3.37,14286,8520,1.0700002,0.4533899,2.36 - 12.0,-8.57,-0.71416664,2.36,12.0,,1659645000.0,NCM,"Lisata Therapeutics, Inc.","Lisata Therapeutics, Inc.",finmb_338272,America/New_York,EST,us_market,3.43,,,,,,,,
LSTR,en-US,US,EQUITY,,Nasdaq Real Time Price,True,,CLOSED,USD,-0.8264903,183.59,-18000000,False,1682539200.0,1682539200.0,0.815,0.00440255,5.953,8.36,8.94,20.535795,35925300.0,19.863,172.1172,11.472794,0.066656865,156.88675,26.703247,0.17020716,6595525632.0,21.960527,9.242813,15,0,,False,,,2,0.0,1676670603.0,183.59,0.0,-1.5299988,1676667604,186.24,183.34 - 186.24,183.34,388494,185.12,183.82,293.55,9,18.0,NasdaqGS,USD,185.02,285740,267520,46.440002,0.3386074,137.15 - 188.47,-4.880005,-0.02589274,137.15,188.47,1678406400.0,1682539200.0,NMS,"Landstar System, Inc.","Landstar System, Inc.",finmb_30675,America/New_York,EST,us_market,183.59,,30.839912,,,,,,
LTBR,en-US,US,EQUITY,,Nasdaq Real Time Price,True,,CLOSED,USD,-6.896545,4.32,-18000000,False,1679515200.0,1679947200.0,,,-3.594,,,,11583800.0,2.62,4.2892,0.030800343,0.0071809064,5.11525,-0.79524994,-0.15546648,50042016.0,,1.6488551,15,0,,False,,,4,0.0,1676667603.0,4.32,0.0,-0.3199997,1676667604,4.66,4.32 - 4.66,4.32,31362,4.64,4.31,4.6,9,14.0,NasdaqCM,USD,4.66,52508,48330,0.7000003,0.19337025,3.62 - 12.56,-8.24,-0.6560509,3.62,12.56,1571616000.0,1667246400.0,NCM,Lightbridge Corporation,Lightbridge Corporation,finmb_21864317,America/New_York,EST,us_market,4.32,,,,,,,,
LTCH,en-US,US,EQUITY,,Nasdaq Real Time Price,True,,CLOSED,USD,-8.602149,0.85,-18000000,False,1677099600.0,1677531600.0,,,-2.459,-1.03,-1.1,-0.77272725,144820000.0,3.013,0.82152,0.028480053,0.03466751,1.19508,-0.34508002,-0.28875056,123097000.0,-0.82524276,0.28211087,15,0,,False,,,4,5.0,1676681950.0,0.8925,0.0425,-0.07999998,1676667604,0.98,0.8402 - 0.98,0.8402,269278,0.93,0.85,0.8587,13,12.0,NasdaqGS,USD,0.98,660452,375180,0.324,0.61596954,0.526 - 5.38,-4.53,-0.84200746,0.526,5.38,,1636474174.0,NMS,"Latch, Inc.","Latch, Inc.",finmb_702199422,America/New_York,EST,us_market,0.85,,,,,,,,
LTRN,en-US,US,EQUITY,,Nasdaq Real Time Price,True,,CLOSED,USD,1.4897566,5.45,-18000000,False,1678273140.0,1678708800.0,,,-1.212,-1.53,-1.48,-3.6824322,10857000.0,6.769,5.5312,-0.08120012,-0.014680381,5.326625,0.12337494,0.023161935,59170648.0,-3.5620914,0.80514103,15,0,,False,,,2,0.0,1676667623.0,5.39,0.0,0.07999992,1676667598,5.48,5.26 - 5.48,5.26,16197,5.37,5.18,6.39,14,10.0,NasdaqCM,USD,5.44,36081,25380,1.2599998,0.30071592,4.19 - 7.92,-2.4700003,-0.31186873,4.19,7.92,,1659990600.0,NCM,Lantern Pharma Inc.,Lantern Pharma Inc.,finmb_271124062,America/New_York,EST,us_market,5.45,,,,,,,,
LTRX,en-US,US,EQUITY,,Nasdaq Real Time Price,True,,CLOSED,USD,-0.76923007,5.16,-18000000,False,1683025140.0,1683547200.0,,,-0.163,0.29,0.28,18.428572,36239900.0,1.593,4.6098,0.5502,0.11935442,5.3113,-0.15129995,-0.028486427,186997872.0,17.793104,3.2391713,15,0,,False,,,2,4.26357,1676678311.0,5.38,0.22,-0.03999996,1676667604,5.28,5.06 - 5.28,5.06,104566,5.2,4.95,5.38,8,10.0,NasdaqCM,USD,5.18,154708,180690,1.3699999,0.36147755,3.79 - 7.94,-2.7800002,-0.35012597,3.79,7.94,,1675980000.0,NCM,"Lantronix, Inc.","Lantronix, Inc.",finmb_527299,America/New_York,EST,us_market,5.16,,,,,,,,
LTRY,en-US,US,EQUITY,,Nasdaq Real Time Price,True,,CLOSED,USD,-3.7071564,0.7221,-18000000,False,1636993440.0,1636993440.0,,,0.055,-0.07,,,50760800.0,5.379,0.34136,0.38074002,1.1153622,0.602045,0.12005502,0.19941203,36654376.0,-10.315715,0.13424428,15,0,,False,,,4,-3.03282,1676681997.0,0.7002,-0.0219,-0.027799964,1676667600,0.75,0.7 - 0.75,0.7,363723,0.7499,0.7216,0.7199,8,10.0,NasdaqGM,USD,0.7299,675636,1626450,0.57210004,3.8140001,0.15 - 4.21,-3.4879,-0.8284798,0.15,4.21,,1636993440.0,NGM,"Lottery.com, Inc.",Lottery.com Inc.,finmb_301557937,America/New_York,EST,us_market,0.7221,,13.129091,,,,,,
LUCD,en-US,US,EQUITY,,Nasdaq Real Time Price,True,,CLOSED,USD,0.7633672,1.32,-18000000,False,1668461400.0,1668461400.0,,,-1.382,-0.8,-1.54,-0.8571429,39108200.0,-1.71,1.3973,-0.07729995,-0.05532094,1.98785,-0.6678499,-0.33596596,51622828.0,-1.6500001,-0.77192986,15,0,,False,,,4,6.0606,1676679514.0,1.4,0.0799999,0.01000011,1676667605,1.32,1.27 - 1.32,1.27,56033,1.31,1.28,1.37,30,8.0,NasdaqGM,USD,1.31,73163,60580,0.21500003,0.19457017,1.105 - 3.93,-2.6100001,-0.66412216,1.105,3.93,,1668461400.0,NGM,Lucid Diagnostics Inc.,Lucid Diagnostics Inc.,finmb_604709203,America/New_York,EST,us_market,1.32,,,,,,,,
LUCY,en-US,US,EQUITY,,Delayed Quote,True,,CLOSED,USD,2.2421503,2.28,-18000000,False,,,,,,,,,7307160.0,,1.46484,0.8151599,0.5564839,1.8366385,0.44336152,0.24139836,16660325.0,,,15,0,,False,,,4,-1.3157883,1676681961.0,2.25,-0.029999971,0.049999952,1676667588,2.44,2.193 - 2.44,2.193,190989,2.23,2.22,2.4,9,8.0,NasdaqCM,USD,2.24,2110163,2807770,1.5799999,2.2571428,0.7 - 7.0,-4.7200003,-0.67428577,0.7,7.0,,,NCM,"Innovative Eyewear, Inc.","Innovative Eyewear, Inc.",finmb_674214491,America/New_York,EST,us_market,2.28,,,,,,,,
LULU,en-US,US,EQUITY,,Nasdaq Real Time Price,True,,CLOSED,USD,-0.4567633,320.36,-18000000,False,1679914740.0,1680264000.0,,,4.5,8.01,9.92,32.294353,122399000.0,19.628,318.7048,1.6551819,0.005193464,313.11536,7.244629,0.023137253,40850702336.0,39.995003,16.32158,15,0,,False,,,2,0.196655,1676681051.0,320.99,0.630005,-1.4700012,1676667605,322.11,315.32 - 322.11,315.32,837791,321.83,319.08,321.6,8,9.0,NasdaqGS,USD,318.77,1864375,1167990,68.84999,0.27374655,251.51 - 410.7,-90.34003,-0.21996596,251.51,410.7,,1670535000.0,NMS,lululemon athletica inc.,Lululemon Athletica Inc.,finmb_34125194,America/New_York,EST,us_market,320.36,,71.19111,,,,,,
LUMO,en-US,US,EQUITY,,Delayed Quote,True,,CLOSED,USD,-2.503683,3.31,-18000000,False,1677704400.0,1677704400.0,,,-3.267,-3.86,-3.65,-0.90684927,8376210.0,11.262,3.5778,-0.2678001,-0.07485049,6.82965,-3.51965,-0.5153485,27725254.0,-0.85751295,0.29390872,15,0,,False,,,4,,,,,-0.08500004,1676667590,3.4999,3.31 - 3.4999,3.31,19993,3.395,3.15,3.84,10,8.0,NasdaqGM,USD,3.46,24470,24650,0.3599999,0.122033864,2.95 - 10.17,-6.86,-0.67453295,2.95,10.17,1584576000.0,1677704400.0,NGM,"Lumos Pharma, Inc.","Lumos Pharma, Inc.",finmb_256380672,America/New_York,EST,us_market,3.31,,,,,,,,
LUNA,en-US,US,EQUITY,,Nasdaq Real Time Price,True,,CLOSED,USD,-1.2711853,9.32,-18000000,False,1678710600.0,1679056200.0,,,0.106,0.42,0.21,44.38095,32961800.0,2.399,9.1084,0.21159935,0.02323123,6.49635,2.82365,0.43465176,307203968.0,22.190475,3.884952,15,0,,False,,,2,-1.93132,1676681286.0,9.14,-0.179999,-0.119999886,1676667604,9.44,9.24 - 9.44,9.24,86059,9.44,9.14,9.88,10,10.0,NasdaqCM,USD,9.4,208608,174110,5.2599998,1.2955664,4.06 - 10.45,-1.1300001,-0.10813399,4.06,10.45,,1668117600.0,NCM,Luna Innovations Incorporated,Luna Innovations Incorporated,finmb_5645849,America/New_York,EST,us_market,9.32,,87.92453,,,,,,
LUNG,en-US,US,EQUITY,,Nasdaq Real Time Price,True,,CLOSED,USD,1.4285622,9.23,-18000000,False,1677099600.0,1677099600.0,,,-2.001,-1.27,-1.62,-5.6975307,37409200.0,6.124,8.2536,0.9763994,0.11829982,13.84235,-4.6123505,-0.33320573,345286912.0,-7.2677164,1.5071847,15,0,,False,,,2,0.0,1676671600.0,9.23,0.0,0.12999916,1676667604,9.285,8.98 - 9.285,8.98,273842,9.1,4.97,14.65,8,9.0,NasdaqGS,USD,9.13,442831,332000,5.1599994,1.2678131,4.07 - 28.3,-19.07,-0.6738516,4.07,28.3,,1677099600.0,NMS,Pulmonx Corporation,Pulmonx Corporation,finmb_8446085,America/New_York,EST,us_market,9.23,,,,,,,,
LUNR,en-US,US,EQUITY,,Nasdaq Real Time Price,True,,CLOSED,USD,-9.090909,40.7,-18000000,False,,,,,,,,,,,11.37124,29.328762,2.5792053,10.16469,30.53531,3.0040572,,,,15,0,,False,,,2,-0.491402,1676681992.0,40.5,-0.200001,-4.0699997,1676667604,49.9889,32.35 - 49.9889,32.35,2316139,44.77,39.11,39.99,8,9.0,NasdaqGM,,38.3,258836,747350,32.149002,3.7596776,8.551 - 51.0,-10.299999,-0.20196077,8.551,51.0,,,NGM,"Intuitive Machines, Inc.",,finmb_710155302,America/New_York,EST,us_market,40.7,,,,,,,,
LUXH,en-US,US,EQUITY,,Delayed Quote,True,,CLOSED,USD,-9.92647,2.45,-18000000,False,,,,,,,-0.04,-61.250004,27591900.0,,1.79472,0.65528,0.36511543,1.8918923,0.55810773,0.29499975,67600160.0,,,15,0,,False,,,4,,,,,-0.26999998,1676667605,2.75,2.45 - 2.75,2.45,125283,2.72,2.37,2.5,31,18.0,NasdaqCM,USD,2.75,54757,146060,1.21,0.9758065,1.24 - 5.0,-2.55,-0.51,1.24,5.0,,,NCM,LuxUrban Hotels Inc.,,finmb_1764044831,America/New_York,EST,us_market,2.45,,,,,,,,
LVAC,en-US,US,EQUITY,,Delayed Quote,True,,CLOSED,USD,0.28985247,10.38,-18000000,False,,,,,,,,,11500000.0,0.008,10.266,0.11400032,0.011104649,10.09315,0.28684998,0.028420262,149212496.0,,1297.5,15,0,,False,,,2,,,,,0.029999733,1676494462,10.38,10.35 - 10.38,10.35,2,10.35,4.18,10.38,12,13.0,NasdaqGM,USD,10.35,29568,53820,0.5,0.050607286,9.88 - 10.38,0.0,0.0,9.88,10.38,,,NGM,LAVA Medtech Acquisition Corp.,LAVA Medtech Acquisition Corp.,finmb_712936790,America/New_York,EST,us_market,10.38,,,,,,,,
LVLU,en-US,US,EQUITY,,Nasdaq Real Time Price,True,,CLOSED,USD,6.451615,3.3,-18000000,False,1668549600.0,1668549600.0,,,0.134,0.6,0.12,27.5,39099500.0,-8.95,2.8914,0.40859985,0.14131556,6.8907,-3.5907,-0.52109367,129028352.0,5.4999995,-0.36871508,15,0,,False,,,4,0.0,1676668887.0,3.3,0.0,0.20000005,1676667604,3.35,3.1225 - 3.35,3.1225,104363,3.1,3.1,3.5,9,12.0,NasdaqGM,USD,3.14,131783,102310,1.1399999,0.5277777,2.16 - 21.29,-17.990002,-0.8449977,2.16,21.29,,1668549600.0,NGM,"Lulu's Fashion Lounge Holdings,","Lulu's Fashion Lounge Holdings, Inc.",finmb_1685024876,America/New_York,EST,us_market,3.3,,24.626865,,,,,,
LVOX,en-US,US,EQUITY,,Delayed Quote,True,,CLOSED,USD,-1.2891289,2.68,-18000000,False,1677790800.0,1677790800.0,,,-1.012,-0.27,-0.27,-9.925926,100050000.0,1.487,2.746,-0.065999985,-0.024034955,2.380125,0.29987502,0.12599128,268134000.0,-9.925926,1.8022865,15,0,,False,,,4,7.089545,1676671709.0,2.87,0.18999982,-0.034999847,1676667604,2.93,2.54 - 2.93,2.54,50564,2.715,2.5,2.68,8,8.0,NasdaqGS,USD,2.75,79918,55140,1.2800001,0.9142858,1.4 - 5.19,-2.51,-0.48362234,1.4,5.19,,1677790800.0,NMS,"LiveVox Holdings, Inc.","LiveVox Holdings, Inc.",finmb_897918,America/New_York,EST,us_market,2.68,,,,,,,,
LVRA,en-US,US,EQUITY,,Delayed Quote,True,,CLOSED,USD,0.0,10.22,-18000000,False,,,,,,,,,27128500.0,-0.61,10.11146,0.108540535,0.010734408,9.928895,0.29110527,0.029319,346567360.0,,-16.754099,15,0,,False,,,2,,,,,0.0,1676579211,10.751,10.18 - 10.751,10.18,95,10.22,4.13,16.35,14,30.0,NasdaqCM,USD,10.21,78786,10570,0.5500002,0.056876957,9.67 - 10.751,-0.53100014,-0.049390767,9.67,10.751,,,NCM,Levere Holdings Corp.,Levere Holdings Corp.,finmb_704391731,America/New_York,EST,us_market,10.22,,,,,,,,
LVTX,en-US,US,EQUITY,,Delayed Quote,True,,CLOSED,USD,-13.703709,2.33,-18000000,False,1679488200.0,1679920200.0,,,-2.867,-2.07,-1.28,-1.8203125,26289100.0,4.298,3.775,-1.4450002,-0.3827815,3.534,-1.204,-0.34069043,61253600.0,-1.1256039,0.5421126,15,0,,False,,,4,5.15022,1676681931.0,2.45,0.120000124,-0.37000012,1676667604,2.93,2.33 - 2.93,2.33,206715,2.7,2.39,2.45,11,9.0,NasdaqGS,USD,2.81,44391,88590,0.049999952,0.021929804,2.28 - 7.38,-5.05,-0.6842819,2.28,7.38,,1668632700.0,NMS,LAVA Therapeutics N.V.,LAVA Therapeutics N.V.,finmb_546792242,America/New_York,EST,us_market,2.33,,,,,,,,
LWAY,en-US,US,EQUITY,,Delayed Quote,True,,CLOSED,USD,0.0,5.66,-18000000,False,1668434414.0,1668434414.0,,,0.207,0.04,0.08,70.75,15495100.0,3.003,5.746,-0.085999966,-0.014966928,5.7318,-0.07180023,-0.012526646,87702264.0,141.5,1.8847818,15,0,,False,,,2,,,,,0.0,1676667530,5.7299,5.65 - 5.7299,5.65,12381,5.66,4.74,6.0,22,18.0,NasdaqGM,USD,5.65,20588,18820,1.1099997,0.24395595,4.55 - 9.0,-3.3400002,-0.37111112,4.55,9.0,1372377600.0,1668434414.0,NGM,"Lifeway Foods, Inc.","Lifeway Foods, Inc.",finmb_284751,America/New_York,EST,us_market,5.66,,27.342995,,,,,,
LWLG,en-US,US,EQUITY,,Nasdaq Real Time Price,True,,CLOSED,USD,0.33333302,6.02,-18000000,False,1677591000.0,1678109400.0,,,-0.073,,,,112837000.0,0.059,5.8744,0.14559984,0.024785483,7.6911,-1.6711001,-0.21727712,679278720.0,,102.0339,15,0,,False,,,2,-0.332226,1676673186.0,6.0,-0.02,0.01999998,1676667604,6.07,5.81 - 6.07,5.81,278914,6.0,6.01,6.02,12,10.0,NasdaqCM,USD,6.01,705416,459110,2.11,0.5396419,3.91 - 13.59,-7.57,-0.5570272,3.91,13.59,,1660161600.0,NCM,"Lightwave Logic, Inc.","Lightwave Logic, Inc.",finmb_10848805,America/New_York,EST,us_market,6.02,,,,,,,,
LXEH,en-US,US,EQUITY,,Delayed Quote,True,,CLOSED,USD,-0.40816286,2.44,-18000000,False,1619780340.0,1619780340.0,,,0.434,,,,13333400.0,29.608,2.62146,-0.1814599,-0.06922093,2.871905,-0.43190503,-0.15038973,32533496.0,,0.082410164,15,0,,False,,,4,,,,,-0.00999999,1676476562,2.53,2.44 - 2.53,2.44,19,2.45,2.41,7.77,8,9.0,NasdaqGM,CNY,2.44,845,90,0.62,0.34065932,1.82 - 5.7,-3.2599998,-0.5719298,1.82,5.7,,1619780340.0,NGM,"Lixiang Education Holding Co., ","Lixiang Education Holding Co., Ltd.",finmb_687700951,America/New_York,EST,us_market,2.44,,5.62212,,,,,,
LXRX,en-US,US,EQUITY,,Delayed Quote,True,,CLOSED,USD,6.5789514,2.43,-18000000,False,1677504600.0,1677850200.0,,,-0.53,-0.45,-0.59,-4.118644,188726000.0,1.105,2.1778,0.25220013,0.115805,2.278,0.15199995,0.06672517,458604192.0,-5.4,2.199095,15,0,,False,,,4,-3.2921877,1676678841.0,2.35,-0.08000016,0.1500001,1676667605,2.46,2.27 - 2.46,2.27,350257,2.28,2.4,2.47,11,8.0,NasdaqGS,USD,2.29,357295,282090,1.1200001,0.854962,1.31 - 3.48,-1.05,-0.30172414,1.31,3.48,,1659456060.0,NMS,"Lexicon Pharmaceuticals, Inc.","Lexicon Pharmaceuticals, Inc.",finmb_30781,America/New_York,EST,us_market,2.43,,,,,,,,
LYEL,en-US,US,EQUITY,,Nasdaq Real Time Price,True,,CLOSED,USD,5.6680107,2.61,-18000000,False,,,,,-2.592,-1.18,-1.01,-2.5841584,249326000.0,4.114,3.1675,-0.5575001,-0.17600635,5.238575,-2.628575,-0.50177294,650740864.0,-2.2118645,0.6344191,15,0,,False,,,4,2.682,1676681897.0,2.68,0.0700002,0.13999987,1676667605,2.62,2.43 - 2.62,2.43,612677,2.47,2.45,2.68,9,29.0,NasdaqGS,USD,2.39,1077663,662280,0.29999995,0.12987012,2.31 - 8.74,-6.13,-0.70137304,2.31,8.74,,,NMS,"Lyell Immunopharma, Inc.","Lyell Immunopharma, Inc.",finmb_590661061,America/New_York,EST,us_market,2.61,,,,,,,,
LYFT,en-US,US,EQUITY,,Delayed Quote,True,,CLOSED,USD,2.6387622,11.28,-18000000,False,1682938740.0,1683288000.0,,,-5.615,0.32,0.91,12.395604,352332000.0,5.178,13.0216,-1.7416,-0.13374701,14.51205,-3.23205,-0.22271492,4071346688.0,35.25,2.1784472,15,0,,False,,,2,0.0,1676681976.0,11.28,0.0,0.28999996,1676667604,11.355,10.83 - 11.355,10.83,22224224,10.99,11.28,11.29,30,40.0,NasdaqGS,USD,10.88,17930549,40660360,1.6199999,0.16770186,9.66 - 41.38,-30.100002,-0.7274046,9.66,41.38,,1675980000.0,NMS,"Lyft, Inc.","Lyft, Inc.",finmb_58995029,America/New_York,EST,us_market,11.28,,,,,,,,
LYLT,en-US,US,EQUITY,,Delayed Quote,True,,CLOSED,USD,-1.1627896,1.7,-18000000,False,1667917800.0,1667917800.0,,,2.929,2.67,-17.85,-0.0952381,24611900.0,40.414,2.0383,-0.3383,-0.16597164,3.384575,-1.6845748,-0.49772125,41840232.0,0.63670415,0.04206463,15,0,,False,,,4,-0.5882347,1676675882.0,1.69,-0.00999999,-0.01999998,1676667604,1.76,1.66 - 1.76,1.66,203896,1.72,1.69,1.87,8,18.0,NasdaqGS,USD,1.76,507667,501370,0.99000007,1.3943664,0.71 - 25.125,-23.425,-0.9323383,0.71,25.125,,1667917800.0,NMS,Loyalty Ventures Inc.,Loyalty Ventures Inc.,finmb_714706835,America/New_York,EST,us_market,1.7,,0.5804029,,,,,,
LYRA,en-US,US,EQUITY,,Nasdaq Real Time Price,True,,CLOSED,USD,2.016127,2.53,-18000000,False,1678195800.0,1678714200.0,,,-2.845,-2.46,-1.77,-1.4293785,31827000.0,3.629,2.8038,-0.27380013,-0.09765323,4.6708,-2.1408002,-0.45833692,80522312.0,-1.0284553,0.69716173,15,0,,False,,,4,0.0,1676667609.0,2.53,0.0,0.049999952,1676667592,2.54,2.44 - 2.54,2.44,30986,2.48,2.4,2.85,10,9.0,NasdaqGM,USD,2.45,32588,32740,0.18000007,0.076595776,2.35 - 8.18,-5.6500006,-0.6907091,2.35,8.18,,1660042803.0,NGM,"Lyra Therapeutics, Inc.","Lyra Therapeutics, Inc.",finmb_142648423,America/New_York,EST,us_market,2.53,,,,,,,,
LYTS,en-US,US,EQUITY,,Nasdaq Real Time Price,True,,CLOSED,USD,0.0,14.56,-18000000,False,1682512200.0,1682944200.0,0.2,0.013736264,0.261,0.43,0.85,17.129412,27777400.0,4.948,12.996,1.5640001,0.12034473,8.91785,5.642151,0.63268065,404438944.0,33.860466,2.942603,15,0,,False,,,2,0.0,1676667609.0,14.56,0.0,0.0,1676667605,14.7399,14.4285 - 14.7399,14.4285,136242,14.56,13.76,14.56,9,9.0,NasdaqGS,USD,14.6,210442,187690,9.150001,1.6913126,5.41 - 14.98,-0.41999912,-0.028037325,5.41,14.98,1676332800.0,1674748800.0,NMS,LSI Industries Inc.,LSI Industries Inc.,finmb_283721,America/New_York,EST,us_market,14.56,,55.785442,,,,,,
MACA,en-US,US,EQUITY,,Delayed Quote,True,,CLOSED,USD,-0.09842745,10.15,-18000000,False,,,,,,,,,11980000.0,0.01,10.11278,0.03722,0.0036804916,9.945055,0.20494461,0.02060769,150778240.0,,1015.0,15,0,,False,,,2,,,,,-0.010000229,1676667575,10.16,10.15 - 10.16,10.15,300,10.16,10.16,16.25,8,8.0,NasdaqCM,USD,10.16,29172,3690,0.4449997,0.045852624,9.705 - 11.665,-1.5150003,-0.12987572,9.705,11.665,,,NCM,Moringa Acquisition Corp,Moringa Acquisition Corp,finmb_702953647,America/New_York,EST,us_market,10.15,,,,,,,,
